| dominio                           | documento           | adm_handle | tec_handle | cob_handle | ticket   | data_cadastro       | ultima_atualizacao  |
| brazilsenvironment.gov.br         | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944061 | 2022-08-24 12:16:05 | 2023-05-11 19:06:29 |
| braziltradenet.gov.br             | 000.394.536/0009-96 | SAT7       | SAT7       | SAT7       |   250008 | 2000-01-28 13:18:18 | 2022-05-02 18:57:24 |
| brmcc.gov.br                      | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944062 | 2022-08-24 12:16:05 | 2023-05-11 19:06:29 |
| btig.gov.br                       | 000.394.536/0009-96 | SAT7       | SAT7       | SAT7       | 11385270 | 2013-05-06 15:12:15 | 2022-05-02 18:57:20 |
| btn.gov.br                        | 000.394.536/0009-96 | SAT7       | SAT7       | SAT7       |  1525676 | 2004-02-27 19:17:13 | 2022-05-02 18:49:30 |
| businessbrasil.gov.br             | 000.394.536/0009-96 | SAT7       | SAT7       | SAT7       | 11592370 | 2013-06-24 14:44:28 | 2022-05-02 18:53:00 |
| businessbrazil.gov.br             | 000.394.536/0009-96 | SAT7       | SAT7       | SAT7       | 11592380 | 2013-06-24 14:44:28 | 2022-08-15 19:03:52 |
| butantan.gov.br                   | 061.821.344/0001-56 | SMH        | SMH        | SMH        |    85080 | 1998-02-09 19:05:53 | 2021-05-12 21:10:20 |
| bvenergia.gov.br                  | 000.357.038/0001-16 | SEGDI7     | SEGDI7     | AFN123     |   414885 | 2000-09-12 12:00:20 | 2020-05-05 20:44:09 |
| c-brasil.gov.br                   | 033.683.111/0009-56 | GSISE      | GSISE      | GSISE      |   324512 | 2000-05-08 20:09:22 | 2020-06-08 13:38:41 |
| c-brazil.gov.br                   | 033.683.111/0009-56 | GSISE      | GSISE      | GSISE      |   324581 | 2000-05-08 20:09:22 | 2020-06-08 13:39:22 |
| cadastrominhacasaminhavida.gov.br | 000.360.305/0001-04 | RMJ35      | GIT60      | GIC166     | 15397059 | 2016-03-25 20:12:18 | 2023-10-29 02:41:04 |
| cadastrorural.gov.br              | 033.683.111/0001-07 | GSISE      | GSISE      | GSISE      | 13512125 | 2014-11-04 11:21:11 | 2020-06-08 13:43:26 |
| cade.gov.br                       | 000.418.993/0001-16 | VEDRE4     | LOASL      | VEDRE4     |   546914 | 2001-04-18 20:48:59 | 2020-06-19 17:36:08 |
| cademinhamerenda.gov.br           | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944063 | 2022-08-24 12:16:05 | 2023-05-11 19:06:29 |
| cadicon.gov.br                    | 000.414.607/0001-18 | DGACO10    | SEIRE9     | DGACO10    | 16012699 | 2016-09-05 14:43:34 | 2020-10-16 20:34:00 |
| caged.gov.br                      | 037.115.367/0033-48 | COINF90    | COINF90    | COINF90    |  2088808 | 2005-04-29 18:22:22 | 2022-04-19 17:30:17 |
| caisan.gov.br                     | 005.756.246/0001-01 | THFNE10    | MHAGO13    | RAASI691   | 12820961 | 2014-05-14 15:19:06 | 2022-09-06 19:14:58 |
| caixa.gov.br                      | 000.360.305/0001-04 | RMJ35      | GIT60      | GIC166     |    53140 | 1997-08-20 12:00:00 | 2023-09-24 02:05:46 |
| caixaaqui.gov.br                  | 000.360.305/2714-85 | RMJ35      | GIT60      | GIC166     |   628476 | 2001-09-05 20:08:24 | 2023-08-27 02:02:47 |
| caixacultural.gov.br              | 000.360.305/0001-04 | RMJ35      | GIT60      | GIC166     |  2119071 | 2005-05-17 11:42:54 | 2023-03-11 23:16:37 |
| caixadasorte.gov.br               | 000.360.305/2399-13 | RMJ35      | GIT60      | GIC166     |   399423 | 2000-08-04 21:17:42 | 2023-03-11 23:20:54 |
| caixadotesouro.gov.br             | 000.360.305/2399-13 | RMJ35      | GIT60      | GIC166     |   399424 | 2000-08-04 21:17:43 | 2023-05-14 02:13:24 |
| caixaeconomica.gov.br             | 000.360.305/0001-04 | RMJ35      | GIT60      | GIC166     |    53141 | 1997-08-20 12:00:00 | 2023-02-12 01:51:53 |
| caixaeconomicafederal.gov.br      | 000.360.305/0001-04 | RMJ35      | GIT60      | GIC166     |   120970 | 1998-10-20 13:51:47 | 2023-03-04 23:30:52 |
| caixaforte.gov.br                 | 000.360.305/2399-13 | RMJ35      | GIT60      | GIC166     |   399425 | 2000-08-04 21:17:43 | 2023-02-12 01:57:17 |
| caixainvest.gov.br                | 000.360.305/2714-85 | RMJ35      | GIT60      | GIC166     |   650493 | 2001-10-25 19:55:47 | 2023-02-12 01:58:37 |
| caixainveste.gov.br               | 000.360.305/2714-85 | RMJ35      | GIT60      | GIC166     |   650495 | 2001-10-25 19:55:48 | 2023-03-11 23:18:22 |
| caixamaisqueumbanco.gov.br        | 000.360.305/0001-04 | RMJ35      | GIT60      | GIC166     |  8785977 | 2011-09-12 18:52:35 | 2023-06-18 00:40:26 |
| caixamasterpass.gov.br            | 000.360.305/0001-04 | RMJ35      | GIT60      | GIC166     | 14823420 | 2015-10-27 19:33:35 | 2023-06-18 00:42:02 |
| caixaoperadoradeseguros.gov.br    | 000.360.305/0001-04 | RMJ35      | GIT60      | GIC166     | 14436705 | 2015-07-16 17:39:31 | 2023-06-18 00:43:23 |
| caixapostal.gov.br                | 000.360.305/0001-04 | RMJ35      | GIT60      | GIC166     |   223289 | 1999-11-23 16:04:45 | 2023-08-27 02:17:37 |
| caixaqui.gov.br                   | 000.360.305/0655-83 | RMJ35      | GIT60      | GIC166     |   399412 | 2000-08-04 21:17:44 | 2015-07-16 19:41:19 |
| caixaresolve.gov.br               | 000.360.305/0674-46 | RMJ35      | GIT60      | GIC166     |   399386 | 2000-08-04 20:46:55 | 2023-08-27 02:20:01 |
| caixaseguridade.gov.br            | 000.360.305/0001-04 | RMJ35      | GIT60      | GIC166     | 14436714 | 2015-07-16 17:39:31 | 2015-07-16 19:42:44 |
| caixavirtual.gov.br               | 000.360.305/0655-83 | RMJ35      | GIT60      | GIC166     |   399413 | 2000-08-04 21:17:44 | 2023-10-29 02:44:14 |
| camara.gov.br                     | 000.530.352/0001-59 | SSG50      | SSG50      | SSG50      |    37928 | 1997-04-26 12:00:00 | 2023-06-07 18:51:17 |
| camaradosdeputados.gov.br         | 000.530.352/0001-59 | SSG50      | SSG50      | SSG50      |  2151224 | 2005-05-27 11:43:57 | 2015-06-08 19:42:10 |
| camex.gov.br                      | 000.394.478/0002-24 | SEGDI7     | COINF90    | COINF90    | 10380069 | 2012-09-26 15:55:49 | 2022-04-13 11:38:33 |
| caminhaodasorte.gov.br            | 000.360.305/0643-40 | RMJ35      | GIT60      | GIC166     |   323560 | 2000-05-02 13:26:04 | 2023-10-29 02:26:31 |
| caminhaofederal.gov.br            | 000.360.305/0643-40 | RMJ35      | GIT60      | GIC166     |   323559 | 2000-05-02 13:26:04 | 2023-05-21 01:11:02 |
| cancer.gov.br                     | 000.394.544/0171-50 | RLSDS12    | MASLE254   | RLSDS12    |  2040942 | 2005-03-22 12:12:19 | 2018-12-05 16:39:20 |
| capacidades.gov.br                | 000.489.828/0006-60 | MIDRE13    | MIDRE13    | MIDRE13    |  8980271 | 2011-10-19 18:22:27 | 2022-05-14 00:06:29 |
| capes.gov.br                      | 000.889.834/0001-08 | FUCAP4     | FUCAP4     | FUCAP4     |        0 | 1996-01-01 12:00:00 | 2018-04-17 00:15:37 |
| capitalderisco.gov.br             | 033.749.086/0002-90 | EDOQU10    | NEAME26    | EDOQU10    |   290583 | 2000-04-04 17:17:35 | 2023-02-27 19:46:16 |
| capoeira.gov.br                   | 026.474.056/0008-48 | CII5       | WEIPH      | CII5       | 15274658 | 2016-03-01 11:06:47 | 2021-01-06 20:06:04 |
| car.gov.br                        | 037.115.375/0008-83 | MRRJU11    | MRRJU11    | MRRJU11    | 10813198 | 2012-12-06 12:40:07 | 2023-07-14 23:40:54 |
| carrocampeao.gov.br               | 000.360.305/2399-13 | RMJ35      | GIT60      | GIC166     |   399426 | 2000-08-04 21:17:45 | 2023-05-14 02:15:04 |
| cartaobndes.gov.br                | 033.657.248/0001-89 | GGT13      | GGT13      | GGT13      |   810139 | 2002-05-02 13:40:46 | 2022-10-11 19:44:18 |
| cartelafederal.gov.br             | 000.360.305/0643-40 | RMJ35      | GIT60      | GIC166     |   323555 | 2000-05-02 13:26:05 | 2023-05-21 01:15:38 |
| casabrasil.gov.br                 | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944064 | 2022-08-24 12:16:05 | 2023-05-11 19:06:29 |
| casabrasil2016.gov.br             | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944065 | 2022-08-24 12:16:05 | 2023-05-11 19:06:29 |
| casacivil.gov.br                  | 000.394.411/0001-09 | MAR79      | MAR79      | MAR79      |  5829920 | 2009-08-08 18:51:56 | 2021-04-06 21:57:55 |
| casadamoeda.gov.br                | 034.164.319/0005-06 | CMB        | CMB        | CMB        |    38379 | 1997-05-01 12:00:00 | 2023-04-27 12:52:27 |
| casadoscontos.gov.br              | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944066 | 2022-08-24 12:16:05 | 2023-05-11 19:06:29 |
| casamilitar.gov.br                | 010.366.249/0001-79 | MAR79      | MAR79      | MAR79      | 14879374 | 2015-11-04 18:09:01 | 2021-04-06 22:32:01 |
| casaruibarbosa.gov.br             | 042.519.488/0001-08 | FCRBA5     | FCRBA5     | FCRBA5     |    87512 | 1998-03-02 19:21:32 | 2018-09-03 19:53:50 |
| casemg.gov.br                     | 017.186.370/0001-68 | SEGDI7     | SEGDI7     | GEFAM      | 11729523 | 2013-07-17 20:04:57 | 2020-05-05 20:44:20 |
| catir.gov.br                      | 000.394.460/0008-18 | GSISE      | GSISE      | GSISE      |  7635212 | 2010-12-10 23:52:45 | 2021-01-12 11:25:53 |
| cauac.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10045896 | 2012-07-06 12:40:58 | 2020-07-18 19:07:31 |
| caual.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10045914 | 2012-07-06 12:40:59 | 2020-07-18 19:09:56 |
| cauam.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 14122546 | 2015-05-06 21:00:57 | 2020-07-18 19:12:37 |
| cauap.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 14122581 | 2015-05-06 21:00:57 | 2020-07-18 19:14:38 |
| cauba.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 13050742 | 2014-06-26 11:17:34 | 2020-07-18 19:16:35 |
| caubr.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10045983 | 2012-07-06 12:40:59 | 2020-10-24 17:15:56 |
| cauce.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10045990 | 2012-07-06 12:40:59 | 2020-07-18 19:18:44 |
| caudf.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10045995 | 2012-07-06 12:40:59 | 2020-07-18 19:20:48 |
| caues.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10045998 | 2012-07-06 12:40:59 | 2020-07-18 19:22:56 |
| caugo.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10046001 | 2012-07-06 12:40:59 | 2020-07-18 19:24:47 |
| cauma.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10046002 | 2012-07-06 12:40:59 | 2020-07-20 19:43:49 |
| caumg.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10046005 | 2012-07-06 12:40:59 | 2020-07-18 19:26:43 |
| caums.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10046007 | 2012-07-06 12:40:59 | 2020-07-18 19:30:22 |
| caumt.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10046011 | 2012-07-06 12:40:59 | 2020-07-18 19:32:07 |
| caupa.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10046017 | 2012-07-06 12:40:59 | 2020-07-18 19:34:11 |
| caupb.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10046027 | 2012-07-06 12:40:59 | 2020-07-18 19:36:08 |
| caupe.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10046034 | 2012-07-06 12:46:00 | 2020-07-18 19:37:52 |
| caupi.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10046041 | 2012-07-06 12:46:00 | 2020-07-18 19:47:03 |
| caupr.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10046051 | 2012-07-06 12:46:00 | 2020-07-18 19:49:11 |
| caurj.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10218298 | 2012-08-01 11:59:02 | 2020-07-18 19:02:12 |
| caurn.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10046062 | 2012-07-06 12:46:00 | 2020-07-18 19:52:38 |
| cauro.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10257996 | 2012-08-01 18:51:27 | 2020-07-18 19:54:27 |
| caurr.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10258052 | 2012-08-01 18:51:27 | 2020-07-18 19:56:47 |
| caurs.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10258017 | 2012-08-01 18:51:27 | 2020-07-18 19:58:54 |
| causc.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10258008 | 2012-08-01 18:51:27 | 2020-07-18 20:01:13 |
| cause.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10258002 | 2012-08-01 18:51:27 | 2020-07-20 18:36:17 |
| causp.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10258005 | 2012-08-01 18:51:27 | 2020-07-18 18:58:27 |
| cauto.gov.br                      | 014.702.767/0001-77 | MICLO17    | MICLO17    | MICLO17    | 10257986 | 2012-08-01 18:51:27 | 2020-07-18 20:02:44 |
| cbee.gov.br                       | 000.357.038/0001-16 | INTEL69    | INTEL71    | ROLCO192   |   714185 | 2002-01-24 14:02:30 | 2022-03-15 13:57:08 |
| cbh.gov.br                        | 004.204.444/0001-08 | FACAL288   | FACAL288   | FACAL288   |  4258477 | 2008-02-26 13:33:09 | 2023-09-08 14:15:37 |
| cbnb.gov.br                       | 000.394.429/0023-16 | SEGDI7     | SEGDI7     | EDWOL18    |  2392361 | 2005-10-24 16:34:04 | 2020-05-05 20:44:21 |
| cbtu-natal.gov.br                 | 042.357.483/0009-83 | EDS314     | EDS314     | DHA3       |   112905 | 1998-08-28 14:59:07 | 2021-09-08 19:11:54 |
| cbtu-sturec.gov.br                | 042.357.483/0006-30 | SEGDI7     | EDS314     | EDS314     |  8249316 | 2011-06-01 12:34:02 | 2021-09-08 19:47:50 |
| cbtu.gov.br                       | 042.357.483/0001-26 | EDS314     | EDS314     | EDS314     |    86585 | 1998-02-20 12:15:14 | 2021-08-26 20:19:53 |
| cbtujp.gov.br                     | 042.357.483/0010-17 | EDS314     | EDS314     | NSL79      |   430223 | 2000-09-27 17:05:57 | 2021-09-08 19:35:17 |
| cbtumetrorec.gov.br               | 042.357.483/0006-30 | SEGDI7     | EDS314     | EDS314     |  4350194 | 2008-04-10 13:07:49 | 2021-09-08 19:48:55 |
| ccom.gov.br                       | 001.175.497/0001-41 | GDS174     | DSARA3     | GDS174     |   232839 | 1999-12-16 10:49:25 | 2020-06-01 17:27:59 |
| ccpe.gov.br                       | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944067 | 2022-08-24 12:16:05 | 2023-05-11 19:06:29 |
| cd.gov.br                         | 000.530.352/0001-59 | SSG50      | SSG50      | SSG50      |  6952893 | 2010-06-15 10:33:14 | 2015-06-08 17:33:22 |
| cdb.gov.br                        | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944393 | 2022-08-24 12:22:13 | 2023-05-11 19:06:29 |
| cdes.gov.br                       | 000.394.411/0001-09 | MAR79      | MAR79      | MAR79      |  1105216 | 2003-02-12 14:00:50 | 2003-02-12 12:00:50 |
| cdess.gov.br                      | 000.394.411/0001-09 | MAR79      | MAR79      | MAR79      | 26083981 | 2023-04-26 11:43:09 | 2023-04-26 11:43:09 |
| cdp-ahitar.gov.br                 | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944068 | 2022-08-24 12:16:05 | 2023-05-11 19:06:29 |
| cdv.gov.br                        | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944069 | 2022-08-24 12:16:05 | 2023-05-11 19:06:29 |
| ce.gov.br                         | 003.773.788/0001-67 | RAOLI10    | VLS171     | RAOLI10    |     8516 | 1996-05-27 12:00:00 | 2019-10-25 14:34:39 |
| ceagesp.gov.br                    | 062.463.005/0001-08 | CEP457     | CEP457     | CEP457     |  1357071 | 2003-10-01 11:20:18 | 2021-08-16 14:37:31 |
| ceara.gov.br                      | 007.954.480/0001-79 | SEGDI7     | SEGDI7     | VLS171     |        0 | 1995-08-21 12:00:00 | 2020-05-05 20:44:24 |
| ceasa.gov.br                      | 026.461.699/0001-80 | CONAB1     | CONAB1     | CONAB1     |  2591389 | 2006-02-01 13:41:34 | 2020-07-07 19:33:31 |
| cef.gov.br                        | 000.360.305/0001-04 | RMJ35      | GIT60      | GIC166     |        0 | 1996-01-01 12:00:00 | 2021-06-27 19:26:10 |
| cefetbg.gov.br                    | 010.637.926/0001-46 | ADRIF4     | ADRIF4     | ADRIF4     |  1038981 | 2002-12-11 11:10:41 | 2020-02-04 12:34:21 |
| cefetsvs.gov.br                   | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944070 | 2022-08-24 12:16:05 | 2023-05-11 19:06:29 |
| ceitec.gov.br                     | 010.770.641/0001-89 | ERGAN2     | ERGAN2     | ERGAN2     | 12219808 | 2013-11-13 16:08:27 | 2020-05-04 18:28:45 |
| celepar.gov.br                    | 076.545.011/0001-19 | ADC633     | ADC633     | ADC633     |     5966 | 1996-03-18 12:00:00 | 2009-12-08 13:41:49 |
| cemaden.gov.br                    | 001.263.896/0026-12 | OLLMO      | CAKMO19    | CAKMO19    |  8851138 | 2011-09-30 13:19:41 | 2018-04-02 13:28:45 |
| cemave.gov.br                     | 008.829.974/0001-94 | CRC644     | DALSO56    | CRC644     | 11330434 | 2013-04-18 18:37:54 | 2013-04-19 12:32:20 |
| cenad.gov.br                      | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944071 | 2022-08-24 12:16:05 | 2023-05-11 19:06:29 |
| cenipa.gov.br                     | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944072 | 2022-08-24 12:16:05 | 2023-05-11 19:06:29 |
| cenp.gov.br                       | 000.394.544/0022-00 | CAKAH      | CAKAH      | CAKAH      | 14947108 | 2015-11-25 14:25:42 | 2021-01-11 18:36:11 |
| cenpra.gov.br                     | 004.822.500/0001-60 | JLCJU118   | JLCJU118   | JLCJU118   |   703453 | 2002-01-11 12:47:29 | 2021-02-02 18:15:27 |
| censo.gov.br                      | 033.787.094/0001-40 | ECO        | ECO        | ECO        |   386034 | 2000-07-26 13:34:48 | 2020-09-04 20:51:24 |
| censo2000.gov.br                  | 033.787.094/0001-40 | ECO        | ECO        | ECO        |   386036 | 2000-07-26 13:34:48 | 2020-09-04 20:52:25 |
| centelha.gov.br                   | 000.394.437/0003-19 | MIMCT      | MIMCT      | MIMCT      | 19385137 | 2019-03-12 19:02:53 | 2020-07-13 19:40:24 |
| centrodememoriabndes.gov.br       | 033.657.248/0001-89 | GGT13      | GGT13      | GGT13      | 13643576 | 2014-12-11 09:24:35 | 2014-12-11 09:24:35 |
| cepec.gov.br                      | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944073 | 2022-08-24 12:16:05 | 2023-05-11 19:06:29 |
| cepesc.gov.br                     | 001.175.497/0001-41 | GDS174     | DSARA3     | GDS174     |        0 | 1996-01-01 12:00:00 | 2020-06-01 17:13:28 |
| ceplac.gov.br                     | 033.004.300/0003-60 | SEGDI7     | SEGDI7     | CMC35      |    60228 | 1997-09-27 12:00:00 | 2020-05-05 20:44:14 |
| ceplacdf.gov.br                   | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944074 | 2022-08-24 12:16:05 | 2023-05-11 19:06:29 |
| ceplacpa.gov.br                   | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944075 | 2022-08-24 12:16:05 | 2023-05-11 19:06:29 |
| cernai.gov.br                     | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944076 | 2022-08-24 12:16:05 | 2023-05-11 19:06:29 |
